incident_number,station_code,assignment_role,dispatched_at,cleared_at
INC-20250922-041492,STA-020,Hazmat Unit,2025-09-22T04:42:25+00:00,2025-09-22T12:37:25+00:00
INC-20250803-041493,STA-060,Water Tender,2025-08-03T16:30:57+00:00,2025-08-03T20:47:57+00:00
INC-20240218-041494,STA-007,Hazmat Unit,2024-02-18T13:11:05+00:00,2024-02-18T14:42:05+00:00
INC-20250410-041495,STA-089,Water Tender,2025-04-10T23:00:22+00:00,2025-04-11T05:40:22+00:00
INC-20250410-041495,STA-023,Ladder Truck,2025-04-10T23:02:22+00:00,2025-04-11T05:47:22+00:00
INC-20250410-041495,STA-047,Battalion Chief,2025-04-10T23:00:22+00:00,2025-04-11T05:34:22+00:00
INC-20250101-041496,STA-001,Battalion Chief,2025-01-01T06:37:10+00:00,2025-01-01T11:31:10+00:00
INC-20250101-041496,STA-053,Hazmat Unit,2025-01-01T06:33:10+00:00,2025-01-01T11:10:10+00:00
INC-20241211-041497,STA-081,Hazmat Unit,2024-12-11T06:29:40+00:00,2024-12-11T14:16:40+00:00
INC-20230619-041498,STA-062,Battalion Chief,2023-06-19T10:36:15+00:00,2023-06-19T11:25:15+00:00
INC-20250129-041499,STA-099,Ladder Truck,2025-01-29T13:31:22+00:00,2025-01-29T19:39:22+00:00
INC-20250129-041499,STA-002,Water Tender,2025-01-29T13:33:22+00:00,2025-01-29T19:07:22+00:00
INC-20240617-041500,STA-054,Battalion Chief,2024-06-17T23:13:25+00:00,2024-06-18T03:25:25+00:00
INC-20240617-041500,STA-057,Rescue Squad,2024-06-17T23:13:25+00:00,2024-06-18T03:46:25+00:00
INC-20240617-041500,STA-062,Primary Engine,2024-06-17T23:15:25+00:00,2024-06-18T03:44:25+00:00
INC-20250801-041501,STA-071,Primary Engine,2025-08-01T00:24:46+00:00,2025-08-01T08:33:46+00:00
INC-20250801-041501,STA-028,Rescue Squad,2025-08-01T00:23:46+00:00,2025-08-01T08:20:46+00:00
INC-20250202-041502,STA-064,Hazmat Unit,2025-02-02T18:53:26+00:00,2025-02-03T03:08:26+00:00
INC-20241224-041503,STA-052,Battalion Chief,2024-12-24T03:47:43+00:00,2024-12-24T06:13:43+00:00
INC-20241224-041503,STA-011,Battalion Chief,2024-12-24T03:43:43+00:00,2024-12-24T06:18:43+00:00
INC-20250506-041504,STA-052,Hazmat Unit,2025-05-06T17:44:58+00:00,2025-05-06T22:36:58+00:00
INC-20250506-041504,STA-092,Primary Engine,2025-05-06T17:47:58+00:00,2025-05-06T22:13:58+00:00
INC-20250506-041504,STA-004,Battalion Chief,2025-05-06T17:47:58+00:00,2025-05-06T22:22:58+00:00
INC-20240701-041505,STA-007,Hazmat Unit,2024-07-01T16:32:12+00:00,2024-07-01T22:52:12+00:00
INC-20240410-041506,STA-026,Hazmat Unit,2024-04-10T18:53:42+00:00,2024-04-10T22:03:42+00:00
INC-20240410-041506,STA-070,Hazmat Unit,2024-04-10T18:51:42+00:00,2024-04-10T22:24:42+00:00
INC-20240814-041507,STA-047,Water Tender,2024-08-14T00:44:41+00:00,2024-08-14T04:31:41+00:00
INC-20240814-041507,STA-014,Water Tender,2024-08-14T00:44:41+00:00,2024-08-14T04:57:41+00:00
INC-20240814-041507,STA-037,Hazmat Unit,2024-08-14T00:45:41+00:00,2024-08-14T04:29:41+00:00
INC-20250310-041508,STA-088,Water Tender,2025-03-10T14:28:37+00:00,2025-03-10T17:44:37+00:00
INC-20250310-041508,STA-089,Hazmat Unit,2025-03-10T14:28:37+00:00,2025-03-10T17:49:37+00:00
INC-20251020-041509,STA-033,Hazmat Unit,2025-10-20T10:53:14+00:00,2025-10-20T18:25:14+00:00
INC-20251020-041509,STA-083,Ladder Truck,2025-10-20T10:49:14+00:00,2025-10-20T18:22:14+00:00
INC-20251020-041509,STA-067,Hazmat Unit,2025-10-20T10:53:14+00:00,2025-10-20T18:22:14+00:00
INC-20250728-041510,STA-086,Ladder Truck,2025-07-28T05:23:04+00:00,2025-07-28T10:05:04+00:00
INC-20250728-041510,STA-049,Water Tender,2025-07-28T05:21:04+00:00,2025-07-28T10:14:04+00:00
INC-20250728-041510,STA-036,Ladder Truck,2025-07-28T05:22:04+00:00,2025-07-28T10:21:04+00:00
INC-20250207-041511,STA-068,Hazmat Unit,2025-02-07T07:16:04+00:00,2025-02-07T14:35:04+00:00
INC-20250512-041512,STA-027,Primary Engine,2025-05-12T04:20:16+00:00,2025-05-12T07:18:16+00:00
INC-20241207-041513,STA-079,Primary Engine,2024-12-07T12:32:34+00:00,2024-12-07T13:54:34+00:00
INC-20241207-041513,STA-084,Water Tender,2024-12-07T12:32:34+00:00,2024-12-07T13:42:34+00:00
INC-20241207-041513,STA-065,Water Tender,2024-12-07T12:35:34+00:00,2024-12-07T14:05:34+00:00
INC-20250320-041514,STA-094,Hazmat Unit,2025-03-20T15:18:47+00:00,2025-03-20T17:39:47+00:00
INC-20250320-041514,STA-023,Hazmat Unit,2025-03-20T15:14:47+00:00,2025-03-20T17:24:47+00:00
INC-20250212-041515,STA-081,Hazmat Unit,2025-02-12T14:30:15+00:00,2025-02-12T22:44:15+00:00
INC-20240207-041516,STA-076,Battalion Chief,2024-02-07T06:07:52+00:00,2024-02-07T08:06:52+00:00
INC-20241014-041517,STA-039,Primary Engine,2024-10-14T15:56:17+00:00,2024-10-14T21:58:17+00:00
INC-20230729-041518,STA-010,Rescue Squad,2023-07-29T15:38:03+00:00,2023-07-29T23:17:03+00:00
INC-20230729-041518,STA-079,Primary Engine,2023-07-29T15:34:03+00:00,2023-07-29T23:17:03+00:00
INC-20230729-041518,STA-071,Hazmat Unit,2023-07-29T15:38:03+00:00,2023-07-29T23:11:03+00:00
INC-20250828-041519,STA-095,Water Tender,2025-08-28T03:14:59+00:00,2025-08-28T09:44:59+00:00
INC-20250828-041519,STA-073,Water Tender,2025-08-28T03:16:59+00:00,2025-08-28T10:02:59+00:00
INC-20240920-041520,STA-097,Battalion Chief,2024-09-20T22:30:34+00:00,2024-09-21T00:23:34+00:00
INC-20250118-041521,STA-052,Primary Engine,2025-01-18T07:49:29+00:00,2025-01-18T09:26:29+00:00
INC-20250118-041521,STA-074,Battalion Chief,2025-01-18T07:47:29+00:00,2025-01-18T09:27:29+00:00
INC-20250118-041521,STA-084,Primary Engine,2025-01-18T07:49:29+00:00,2025-01-18T09:12:29+00:00
INC-20251103-041522,STA-058,Battalion Chief,2025-11-04T00:07:03+00:00,2025-11-04T02:33:03+00:00
INC-20241203-041523,STA-094,Hazmat Unit,2024-12-03T20:32:13+00:00,2024-12-04T05:17:13+00:00
INC-20241203-041523,STA-049,Hazmat Unit,2024-12-03T20:30:13+00:00,2024-12-04T04:54:13+00:00
INC-20241203-041523,STA-096,Ladder Truck,2024-12-03T20:29:13+00:00,2024-12-04T05:04:13+00:00
INC-20251029-041524,STA-035,Battalion Chief,2025-10-29T17:22:18+00:00,2025-10-29T23:42:18+00:00
INC-20251029-041524,STA-084,Battalion Chief,2025-10-29T17:23:18+00:00,2025-10-29T23:56:18+00:00
INC-20251029-041524,STA-091,Primary Engine,2025-10-29T17:22:18+00:00,2025-10-29T23:50:18+00:00
INC-20241115-041525,STA-061,Battalion Chief,2024-11-15T08:30:25+00:00,2024-11-15T11:25:25+00:00
INC-20241115-041525,STA-069,Primary Engine,2024-11-15T08:27:25+00:00,2024-11-15T11:27:25+00:00
INC-20241115-041525,STA-036,Primary Engine,2024-11-15T08:28:25+00:00,2024-11-15T11:28:25+00:00
INC-20241103-041526,STA-062,Hazmat Unit,2024-11-03T21:20:58+00:00,2024-11-04T04:18:58+00:00
INC-20241103-041526,STA-070,Battalion Chief,2024-11-03T21:24:58+00:00,2024-11-04T04:19:58+00:00
INC-20251006-041527,STA-050,Battalion Chief,2025-10-06T23:33:06+00:00,2025-10-07T01:20:06+00:00
INC-20251006-041527,STA-094,Rescue Squad,2025-10-06T23:35:06+00:00,2025-10-07T01:17:06+00:00
INC-20251006-041527,STA-096,Ladder Truck,2025-10-06T23:31:06+00:00,2025-10-07T01:03:06+00:00
INC-20241221-041528,STA-020,Battalion Chief,2024-12-21T10:33:16+00:00,2024-12-21T15:58:16+00:00
INC-20241221-041528,STA-016,Rescue Squad,2024-12-21T10:30:16+00:00,2024-12-21T15:42:16+00:00
INC-20250126-041529,STA-057,Ladder Truck,2025-01-26T15:57:56+00:00,2025-01-26T20:45:56+00:00
INC-20250126-041529,STA-078,Primary Engine,2025-01-26T15:57:56+00:00,2025-01-26T20:40:56+00:00
INC-20230528-041530,STA-090,Primary Engine,2023-05-28T22:32:56+00:00,2023-05-29T01:14:56+00:00
INC-20230528-041530,STA-092,Water Tender,2023-05-28T22:29:56+00:00,2023-05-29T01:14:56+00:00
INC-20230528-041530,STA-088,Rescue Squad,2023-05-28T22:31:56+00:00,2023-05-29T01:13:56+00:00
INC-20250220-041531,STA-027,Hazmat Unit,2025-02-20T18:28:43+00:00,2025-02-20T21:54:43+00:00
INC-20250617-041532,STA-017,Water Tender,2025-06-17T19:32:02+00:00,2025-06-17T23:09:02+00:00
INC-20250617-041532,STA-057,Battalion Chief,2025-06-17T19:29:02+00:00,2025-06-17T23:08:02+00:00
INC-20250617-041532,STA-035,Water Tender,2025-06-17T19:33:02+00:00,2025-06-17T23:28:02+00:00
INC-20250213-041533,STA-024,Primary Engine,2025-02-13T21:09:06+00:00,2025-02-14T04:49:06+00:00
INC-20250213-041533,STA-080,Ladder Truck,2025-02-13T21:13:06+00:00,2025-02-14T04:55:06+00:00
INC-20250213-041533,STA-030,Rescue Squad,2025-02-13T21:10:06+00:00,2025-02-14T05:08:06+00:00
INC-20241216-041534,STA-045,Primary Engine,2024-12-16T10:00:16+00:00,2024-12-16T13:08:16+00:00
INC-20241213-041535,STA-057,Battalion Chief,2024-12-13T03:55:40+00:00,2024-12-13T07:06:40+00:00
INC-20250103-041536,STA-099,Water Tender,2025-01-03T21:44:49+00:00,2025-01-03T22:57:49+00:00
INC-20250103-041536,STA-070,Water Tender,2025-01-03T21:45:49+00:00,2025-01-03T22:33:49+00:00
INC-20251001-041537,STA-018,Primary Engine,2025-10-01T18:04:49+00:00,2025-10-01T20:42:49+00:00
INC-20251001-041537,STA-004,Primary Engine,2025-10-01T18:04:49+00:00,2025-10-01T21:10:49+00:00
INC-20251001-041537,STA-036,Rescue Squad,2025-10-01T18:00:49+00:00,2025-10-01T21:11:49+00:00
INC-20240714-041538,STA-038,Battalion Chief,2024-07-14T22:42:57+00:00,2024-07-15T02:39:57+00:00
INC-20240714-041538,STA-037,Primary Engine,2024-07-14T22:43:57+00:00,2024-07-15T02:55:57+00:00
INC-20250619-041539,STA-095,Primary Engine,2025-06-19T08:35:27+00:00,2025-06-19T10:01:27+00:00
INC-20250619-041539,STA-014,Ladder Truck,2025-06-19T08:33:27+00:00,2025-06-19T09:56:27+00:00
INC-20250619-041539,STA-085,Water Tender,2025-06-19T08:32:27+00:00,2025-06-19T09:51:27+00:00
INC-20240601-041540,STA-064,Rescue Squad,2024-06-01T21:02:53+00:00,2024-06-02T00:52:53+00:00
INC-20240601-041540,STA-016,Hazmat Unit,2024-06-01T20:59:53+00:00,2024-06-02T00:31:53+00:00
INC-20240601-041540,STA-025,Ladder Truck,2024-06-01T20:59:53+00:00,2024-06-02T00:26:53+00:00
INC-20241225-041541,STA-049,Battalion Chief,2024-12-25T09:54:57+00:00,2024-12-25T18:30:57+00:00
INC-20241225-041541,STA-009,Ladder Truck,2024-12-25T09:54:57+00:00,2024-12-25T18:18:57+00:00
INC-20241225-041541,STA-094,Battalion Chief,2024-12-25T09:52:57+00:00,2024-12-25T18:04:57+00:00
INC-20251017-041542,STA-060,Ladder Truck,2025-10-17T12:14:18+00:00,2025-10-17T16:55:18+00:00
INC-20251017-041542,STA-066,Ladder Truck,2025-10-17T12:11:18+00:00,2025-10-17T16:37:18+00:00
INC-20251017-041542,STA-072,Battalion Chief,2025-10-17T12:12:18+00:00,2025-10-17T16:45:18+00:00
INC-20250401-041543,STA-031,Ladder Truck,2025-04-01T14:43:55+00:00,2025-04-01T22:06:55+00:00
INC-20250401-041543,STA-009,Rescue Squad,2025-04-01T14:44:55+00:00,2025-04-01T21:56:55+00:00
INC-20240317-041544,STA-066,Battalion Chief,2024-03-17T13:19:45+00:00,2024-03-17T15:56:45+00:00
INC-20250914-041545,STA-100,Hazmat Unit,2025-09-14T09:58:46+00:00,2025-09-14T17:13:46+00:00
INC-20241216-041546,STA-082,Water Tender,2024-12-16T02:40:33+00:00,2024-12-16T06:13:33+00:00
INC-20251023-041547,STA-096,Battalion Chief,2025-10-23T23:15:46+00:00,2025-10-24T05:39:46+00:00
INC-20251023-041547,STA-041,Rescue Squad,2025-10-23T23:18:46+00:00,2025-10-24T05:49:46+00:00
INC-20231111-041548,STA-047,Primary Engine,2023-11-11T05:37:11+00:00,2023-11-11T09:25:11+00:00
INC-20231111-041548,STA-050,Rescue Squad,2023-11-11T05:36:11+00:00,2023-11-11T09:34:11+00:00
INC-20250821-041549,STA-066,Rescue Squad,2025-08-21T01:50:19+00:00,2025-08-21T03:33:19+00:00
INC-20250821-041549,STA-087,Water Tender,2025-08-21T01:51:19+00:00,2025-08-21T03:15:19+00:00
INC-20251117-041550,STA-099,Ladder Truck,2025-11-17T20:49:09+00:00,2025-11-18T05:09:09+00:00
INC-20251117-041550,STA-064,Primary Engine,2025-11-17T20:50:09+00:00,2025-11-18T04:50:09+00:00
INC-20251117-041550,STA-031,Rescue Squad,2025-11-17T20:47:09+00:00,2025-11-18T04:35:09+00:00
INC-20250510-041551,STA-044,Ladder Truck,2025-05-10T21:54:44+00:00,2025-05-10T23:46:44+00:00
INC-20250510-041551,STA-067,Water Tender,2025-05-10T21:55:44+00:00,2025-05-10T23:58:44+00:00
INC-20240203-041552,STA-022,Battalion Chief,2024-02-03T03:49:55+00:00,2024-02-03T06:15:55+00:00
INC-20240203-041552,STA-092,Primary Engine,2024-02-03T03:50:55+00:00,2024-02-03T05:47:55+00:00
INC-20240203-041552,STA-020,Rescue Squad,2024-02-03T03:53:55+00:00,2024-02-03T06:05:55+00:00
INC-20230716-041553,STA-079,Primary Engine,2023-07-16T02:26:40+00:00,2023-07-16T05:05:40+00:00
INC-20251114-041554,STA-090,Water Tender,2025-11-14T05:02:00+00:00,2025-11-14T10:42:00+00:00
INC-20251114-041554,STA-026,Primary Engine,2025-11-14T05:00:00+00:00,2025-11-14T10:23:00+00:00
INC-20251114-041554,STA-002,Ladder Truck,2025-11-14T05:02:00+00:00,2025-11-14T10:24:00+00:00
INC-20250129-041555,STA-087,Ladder Truck,2025-01-29T10:26:56+00:00,2025-01-29T14:42:56+00:00
INC-20250129-041555,STA-092,Primary Engine,2025-01-29T10:29:56+00:00,2025-01-29T14:59:56+00:00
INC-20250613-041556,STA-026,Hazmat Unit,2025-06-13T07:12:43+00:00,2025-06-13T13:24:43+00:00
INC-20250524-041557,STA-023,Ladder Truck,2025-05-24T03:50:39+00:00,2025-05-24T05:26:39+00:00
INC-20251113-041558,STA-019,Ladder Truck,2025-11-13T17:00:44+00:00,2025-11-13T20:09:44+00:00
INC-20250126-041559,STA-046,Primary Engine,2025-01-26T19:31:08+00:00,2025-01-26T23:32:08+00:00
INC-20250126-041559,STA-090,Battalion Chief,2025-01-26T19:28:08+00:00,2025-01-26T23:01:08+00:00
INC-20250126-041559,STA-053,Ladder Truck,2025-01-26T19:29:08+00:00,2025-01-26T23:32:08+00:00
INC-20231201-041560,STA-054,Ladder Truck,2023-12-01T16:23:11+00:00,2023-12-01T19:47:11+00:00
INC-20250804-041561,STA-019,Ladder Truck,2025-08-04T11:49:38+00:00,2025-08-04T18:37:38+00:00
INC-20250111-041562,STA-017,Water Tender,2025-01-11T22:16:38+00:00,2025-01-12T02:19:38+00:00
INC-20241028-041563,STA-043,Water Tender,2024-10-28T12:22:46+00:00,2024-10-28T19:59:46+00:00
INC-20241028-041563,STA-052,Primary Engine,2024-10-28T12:18:46+00:00,2024-10-28T20:32:46+00:00
INC-20250211-041564,STA-041,Ladder Truck,2025-02-11T07:00:20+00:00,2025-02-11T14:06:20+00:00
INC-20250211-041564,STA-097,Ladder Truck,2025-02-11T07:03:20+00:00,2025-02-11T14:29:20+00:00
INC-20230105-041565,STA-063,Rescue Squad,2023-01-05T11:48:32+00:00,2023-01-05T17:17:32+00:00
INC-20230105-041565,STA-062,Battalion Chief,2023-01-05T11:50:32+00:00,2023-01-05T17:23:32+00:00
INC-20250729-041566,STA-067,Hazmat Unit,2025-07-29T23:48:04+00:00,2025-07-30T07:24:04+00:00
INC-20240717-041567,STA-096,Battalion Chief,2024-07-17T03:36:07+00:00,2024-07-17T12:23:07+00:00
INC-20240717-041567,STA-049,Hazmat Unit,2024-07-17T03:37:07+00:00,2024-07-17T11:55:07+00:00
INC-20250429-041568,STA-100,Hazmat Unit,2025-04-29T20:23:31+00:00,2025-04-30T02:40:31+00:00
INC-20251113-041569,STA-039,Battalion Chief,2025-11-13T12:16:50+00:00,2025-11-13T14:51:50+00:00
INC-20251113-041569,STA-048,Water Tender,2025-11-13T12:13:50+00:00,2025-11-13T14:45:50+00:00
INC-20241121-041570,STA-036,Rescue Squad,2024-11-21T20:13:09+00:00,2024-11-22T01:10:09+00:00
INC-20240627-041571,STA-100,Hazmat Unit,2024-06-27T18:41:50+00:00,2024-06-28T01:10:50+00:00
INC-20240627-041571,STA-012,Hazmat Unit,2024-06-27T18:41:50+00:00,2024-06-28T01:26:50+00:00
INC-20251118-041572,STA-013,Hazmat Unit,2025-11-18T15:59:41+00:00,2025-11-18T16:41:41+00:00
INC-20251118-041572,STA-062,Battalion Chief,2025-11-18T16:02:41+00:00,2025-11-18T16:54:41+00:00
INC-20251118-041572,STA-012,Hazmat Unit,2025-11-18T15:59:41+00:00,2025-11-18T16:52:41+00:00
INC-20241219-041573,STA-089,Hazmat Unit,2024-12-19T17:05:27+00:00,2024-12-19T20:51:27+00:00
INC-20241219-041573,STA-064,Battalion Chief,2024-12-19T17:02:27+00:00,2024-12-19T20:42:27+00:00
INC-20250624-041574,STA-077,Primary Engine,2025-06-24T11:47:48+00:00,2025-06-24T18:37:48+00:00
INC-20250624-041574,STA-067,Rescue Squad,2025-06-24T11:46:48+00:00,2025-06-24T18:01:48+00:00
INC-20240715-041575,STA-009,Battalion Chief,2024-07-15T16:17:03+00:00,2024-07-15T23:28:03+00:00
INC-20250326-041576,STA-025,Rescue Squad,2025-03-26T21:16:07+00:00,2025-03-26T23:01:07+00:00
INC-20250705-041577,STA-003,Hazmat Unit,2025-07-05T12:02:22+00:00,2025-07-05T20:14:22+00:00
INC-20250705-041577,STA-007,Rescue Squad,2025-07-05T12:03:22+00:00,2025-07-05T19:56:22+00:00
INC-20240114-041578,STA-086,Ladder Truck,2024-01-14T02:55:26+00:00,2024-01-14T07:38:26+00:00
INC-20230706-041579,STA-049,Ladder Truck,2023-07-06T09:55:24+00:00,2023-07-06T12:40:24+00:00
INC-20251012-041580,STA-078,Rescue Squad,2025-10-12T00:45:16+00:00,2025-10-12T08:03:16+00:00
INC-20250610-041581,STA-049,Water Tender,2025-06-10T11:07:48+00:00,2025-06-10T12:15:48+00:00
INC-20250610-041581,STA-030,Battalion Chief,2025-06-10T11:09:48+00:00,2025-06-10T12:09:48+00:00
INC-20230407-041582,STA-021,Hazmat Unit,2023-04-07T07:38:34+00:00,2023-04-07T14:33:34+00:00
INC-20230407-041582,STA-001,Battalion Chief,2023-04-07T07:40:34+00:00,2023-04-07T15:06:34+00:00
INC-20230407-041582,STA-054,Rescue Squad,2023-04-07T07:40:34+00:00,2023-04-07T14:30:34+00:00
INC-20250815-041583,STA-027,Primary Engine,2025-08-15T16:34:49+00:00,2025-08-16T00:52:49+00:00
INC-20250815-041583,STA-051,Rescue Squad,2025-08-15T16:37:49+00:00,2025-08-16T01:21:49+00:00
INC-20250427-041584,STA-067,Water Tender,2025-04-27T19:27:34+00:00,2025-04-28T02:37:34+00:00
INC-20250427-041584,STA-062,Battalion Chief,2025-04-27T19:28:34+00:00,2025-04-28T02:34:34+00:00
INC-20250427-041584,STA-084,Rescue Squad,2025-04-27T19:24:34+00:00,2025-04-28T02:34:34+00:00
INC-20250114-041585,STA-026,Primary Engine,2025-01-14T10:12:52+00:00,2025-01-14T11:17:52+00:00
INC-20250510-041586,STA-020,Water Tender,2025-05-10T21:41:08+00:00,2025-05-11T01:28:08+00:00
INC-20250510-041586,STA-025,Ladder Truck,2025-05-10T21:40:08+00:00,2025-05-11T02:01:08+00:00
INC-20250303-041587,STA-093,Primary Engine,2025-03-03T14:08:47+00:00,2025-03-03T21:30:47+00:00
INC-20240625-041588,STA-017,Battalion Chief,2024-06-25T08:41:57+00:00,2024-06-25T10:53:57+00:00
INC-20250426-041589,STA-035,Ladder Truck,2025-04-26T17:07:13+00:00,2025-04-26T23:39:13+00:00
INC-20240109-041590,STA-006,Ladder Truck,2024-01-09T16:50:52+00:00,2024-01-09T18:12:52+00:00
INC-20240109-041590,STA-064,Battalion Chief,2024-01-09T16:48:52+00:00,2024-01-09T18:14:52+00:00
INC-20231022-041591,STA-030,Rescue Squad,2023-10-22T14:28:58+00:00,2023-10-22T20:42:58+00:00
INC-20231022-041591,STA-050,Hazmat Unit,2023-10-22T14:25:58+00:00,2023-10-22T20:36:58+00:00
INC-20250710-041592,STA-001,Primary Engine,2025-07-10T13:07:55+00:00,2025-07-10T15:21:55+00:00
INC-20250710-041592,STA-025,Water Tender,2025-07-10T13:04:55+00:00,2025-07-10T15:43:55+00:00
INC-20250710-041592,STA-002,Ladder Truck,2025-07-10T13:06:55+00:00,2025-07-10T15:31:55+00:00
INC-20231121-041593,STA-074,Hazmat Unit,2023-11-21T04:24:52+00:00,2023-11-21T06:39:52+00:00
INC-20231121-041593,STA-002,Primary Engine,2023-11-21T04:23:52+00:00,2023-11-21T06:42:52+00:00
INC-20231121-041593,STA-050,Water Tender,2023-11-21T04:21:52+00:00,2023-11-21T06:40:52+00:00
INC-20230226-041594,STA-006,Primary Engine,2023-02-26T04:25:52+00:00,2023-02-26T07:30:52+00:00
INC-20230226-041594,STA-091,Hazmat Unit,2023-02-26T04:23:52+00:00,2023-02-26T07:07:52+00:00
INC-20230226-041594,STA-019,Primary Engine,2023-02-26T04:23:52+00:00,2023-02-26T07:29:52+00:00
INC-20230821-041595,STA-046,Battalion Chief,2023-08-21T11:59:33+00:00,2023-08-21T14:05:33+00:00
INC-20230821-041595,STA-059,Hazmat Unit,2023-08-21T12:02:33+00:00,2023-08-21T13:47:33+00:00
INC-20250414-041596,STA-032,Battalion Chief,2025-04-14T09:24:50+00:00,2025-04-14T16:28:50+00:00
INC-20250414-041596,STA-100,Hazmat Unit,2025-04-14T09:24:50+00:00,2025-04-14T16:43:50+00:00
INC-20250414-041596,STA-021,Rescue Squad,2025-04-14T09:25:50+00:00,2025-04-14T16:35:50+00:00
INC-20240404-041597,STA-083,Primary Engine,2024-04-04T16:42:42+00:00,2024-04-05T01:00:42+00:00
INC-20250607-041598,STA-009,Primary Engine,2025-06-07T10:25:46+00:00,2025-06-07T11:53:46+00:00
INC-20250607-041598,STA-066,Battalion Chief,2025-06-07T10:25:46+00:00,2025-06-07T11:55:46+00:00
INC-20230905-041599,STA-087,Hazmat Unit,2023-09-05T10:28:54+00:00,2023-09-05T18:20:54+00:00
INC-20230905-041599,STA-074,Battalion Chief,2023-09-05T10:29:54+00:00,2023-09-05T17:56:54+00:00
INC-20230910-041600,STA-041,Rescue Squad,2023-09-10T20:24:42+00:00,2023-09-10T22:03:42+00:00
INC-20230524-041601,STA-052,Primary Engine,2023-05-24T16:44:31+00:00,2023-05-24T21:03:31+00:00
INC-20230524-041601,STA-094,Rescue Squad,2023-05-24T16:44:31+00:00,2023-05-24T21:28:31+00:00
INC-20230524-041601,STA-021,Water Tender,2023-05-24T16:48:31+00:00,2023-05-24T21:07:31+00:00
INC-20250820-041602,STA-016,Hazmat Unit,2025-08-20T09:17:21+00:00,2025-08-20T16:37:21+00:00
INC-20250820-041602,STA-086,Battalion Chief,2025-08-20T09:17:21+00:00,2025-08-20T16:44:21+00:00
INC-20251015-041603,STA-037,Rescue Squad,2025-10-15T21:43:26+00:00,2025-10-16T02:03:26+00:00
INC-20251015-041603,STA-093,Primary Engine,2025-10-15T21:41:26+00:00,2025-10-16T02:03:26+00:00
INC-20251015-041603,STA-076,Battalion Chief,2025-10-15T21:41:26+00:00,2025-10-16T02:07:26+00:00
INC-20240430-041604,STA-015,Ladder Truck,2024-04-30T13:55:47+00:00,2024-04-30T19:10:47+00:00
INC-20240805-041605,STA-043,Rescue Squad,2024-08-05T04:04:05+00:00,2024-08-05T06:28:05+00:00
INC-20240211-041606,STA-059,Battalion Chief,2024-02-11T15:13:34+00:00,2024-02-11T23:06:34+00:00
INC-20250128-041607,STA-046,Hazmat Unit,2025-01-28T12:23:22+00:00,2025-01-28T19:37:22+00:00
INC-20250128-041607,STA-067,Rescue Squad,2025-01-28T12:27:22+00:00,2025-01-28T19:07:22+00:00
INC-20250128-041607,STA-096,Hazmat Unit,2025-01-28T12:25:22+00:00,2025-01-28T19:26:22+00:00
INC-20250720-041608,STA-001,Water Tender,2025-07-20T19:59:24+00:00,2025-07-21T03:31:24+00:00
INC-20250720-041608,STA-095,Battalion Chief,2025-07-20T19:58:24+00:00,2025-07-21T03:01:24+00:00
INC-20250720-041608,STA-089,Rescue Squad,2025-07-20T19:56:24+00:00,2025-07-21T02:57:24+00:00
INC-20250726-041609,STA-020,Hazmat Unit,2025-07-26T06:34:48+00:00,2025-07-26T14:16:48+00:00
INC-20251004-041610,STA-087,Ladder Truck,2025-10-04T09:22:36+00:00,2025-10-04T16:08:36+00:00
INC-20251004-041610,STA-063,Battalion Chief,2025-10-04T09:21:36+00:00,2025-10-04T16:46:36+00:00
INC-20230608-041611,STA-061,Battalion Chief,2023-06-08T13:04:34+00:00,2023-06-08T16:02:34+00:00
INC-20251109-041612,STA-038,Ladder Truck,2025-11-09T22:08:55+00:00,2025-11-10T02:27:55+00:00
INC-20251109-041612,STA-064,Rescue Squad,2025-11-09T22:06:55+00:00,2025-11-10T02:37:55+00:00
INC-20251109-041612,STA-006,Ladder Truck,2025-11-09T22:08:55+00:00,2025-11-10T02:45:55+00:00
INC-20241226-041613,STA-013,Water Tender,2024-12-26T15:07:28+00:00,2024-12-26T17:39:28+00:00
INC-20231228-041614,STA-015,Battalion Chief,2023-12-28T10:19:43+00:00,2023-12-28T14:11:43+00:00
